period,flow,sector,partnerDesc,primaryValue,quantity_kg
2025-09,Export,iron_steel_73,Hungary,1392812,98158
2025-09,Export,iron_steel_73,Iceland,37542,1802
2025-09,Export,iron_steel_73,India,16517345,2156820
2025-09,Export,iron_steel_73,Indonesia,1409352,236902
2025-09,Export,iron_steel_73,Iraq,398429,72288
2025-09,Export,iron_steel_73,Ireland,6206362,830535
2025-09,Export,iron_steel_73,Israel,5113470,136996
2025-09,Export,iron_steel_73,Italy,8572525,1147977
2025-09,Export,iron_steel_73,Jamaica,3748620,729686
2025-09,Export,iron_steel_73,Japan,22194562,3241241
2025-09,Export,iron_steel_73,Jordan,1808361,108227
2025-09,Export,iron_steel_73,Kazakhstan,431774,28959
2025-09,Export,iron_steel_73,Kenya,38429,3367
2025-09,Export,iron_steel_73,Kuwait,206169,4198
2025-09,Export,iron_steel_73,Kyrgyzstan,5595,5
2025-09,Export,iron_steel_73,Latvia,197958,20342
2025-09,Export,iron_steel_73,Lebanon,63755,4215
2025-09,Export,iron_steel_73,Liberia,41115,2387
2025-09,Export,iron_steel_73,Libya,112787,7762
2025-09,Export,iron_steel_73,Liechtenstein,22893,100
2025-09,Export,iron_steel_73,Lithuania,99636,1110
2025-09,Export,iron_steel_73,Luxembourg,290169,8092
2025-09,Export,iron_steel_73,Madagascar,18749,1109
2025-09,Export,iron_steel_73,Malaysia,10724380,474845
2025-09,Export,iron_steel_73,Maldives,10650,151
2025-09,Export,iron_steel_73,Mali,74461,4796
2025-09,Export,iron_steel_73,Malta,5407,28
2025-09,Export,iron_steel_73,Marshall Islands,96755,4083
2025-09,Export,iron_steel_73,Mauritania,204766,5476
2025-09,Export,iron_steel_73,Mexico,455223027,379546
2025-09,Export,iron_steel_73,Micronesia,13302,962
2025-09,Export,iron_steel_73,Mongolia,71194,2689
2025-09,Export,iron_steel_73,Morocco,448851,25449
2025-09,Export,iron_steel_73,Mozambique,126644,20556
2025-09,Export,iron_steel_73,Namibia,239364,13429
2025-09,Export,iron_steel_73,Netherlands,10920755,670354
2025-09,Export,iron_steel_73,New Zealand,2083979,53365
2025-09,Export,iron_steel_73,Nicaragua,168689,6882
2025-09,Export,iron_steel_73,Nigeria,3194303,295618
2025-09,Export,iron_steel_73,Norway,2588393,257454
2025-09,Export,iron_steel_73,Oman,1220966,313822
2025-09,Export,iron_steel_73,Pakistan,131837,6403
2025-09,Export,iron_steel_73,Palau,37263,2338
2025-09,Export,iron_steel_73,Panama,1280416,133142
2025-09,Export,iron_steel_73,Paraguay,84232,3838
2025-09,Export,iron_steel_73,Peru,5975993,1087113
2025-09,Export,iron_steel_73,Philippines,1088507,34949
2025-09,Export,iron_steel_73,Poland,4440142,150519
2025-09,Export,iron_steel_73,Portugal,1844354,390220
2025-09,Export,iron_steel_73,Qatar,2781429,106946
2025-09,Export,iron_steel_73,Rep. of Korea,18118971,1786188
2025-09,Export,iron_steel_73,Reunion,2902,2
2025-09,Export,iron_steel_73,Romania,666360,142010
2025-09,Export,iron_steel_73,Sao Tome And Principe,513130,19507
2025-09,Export,iron_steel_73,Saudi Arabia,6107108,317298
2025-09,Export,iron_steel_73,Senegal,23519,1731
2025-09,Export,iron_steel_73,Serbia,70600,686
2025-09,Export,iron_steel_73,Singapore,14435781,297906
2025-09,Export,iron_steel_73,Sint Maarten,84325,14490
2025-09,Export,iron_steel_73,Slovakia,356489,26077
2025-09,Export,iron_steel_73,Slovenia,359124,47209
2025-09,Export,iron_steel_73,Solomon Islands,24620,1614
2025-09,Export,iron_steel_73,Somalia,52162,15708
2025-09,Export,iron_steel_73,South Africa,2993439,355469
2025-09,Export,iron_steel_73,Spain,9261800,1340818
2025-09,Export,iron_steel_73,Sri Lanka,40262,52
2025-09,Export,iron_steel_73,St Kitts And Nevis,276968,52695
2025-09,Export,iron_steel_73,St Lucia,170503,30914
2025-09,Export,iron_steel_73,St Vincent And The Grenadines,72287,38409
2025-09,Export,iron_steel_73,Suriname,618155,38317
2025-09,Export,iron_steel_73,Sweden,1470269,82443
2025-09,Export,iron_steel_73,Switzerland,1628763,26747
2025-09,Export,iron_steel_73,Taiwan,7049430,236421
2025-09,Export,iron_steel_73,Tanzania,141598,14484
2025-09,Export,iron_steel_73,Thailand,5699188,811715
2025-09,Export,iron_steel_73,Togo,105295,11889
2025-09,Export,iron_steel_73,Trinidad And Tobago,2132682,312849
2025-09,Export,iron_steel_73,Tunisia,75094,2036
2025-09,Export,iron_steel_73,Turkmenistan,27226,1019
2025-09,Export,iron_steel_73,Turks And Caicos Islands,570549,122774
2025-09,Export,iron_steel_73,Türkiye,4511271,889592
2025-09,Export,iron_steel_73,Uganda,89019,5059
2025-09,Export,iron_steel_73,Ukraine,3551270,303120
2025-09,Export,iron_steel_73,United Arab Emirates,6222846,521631
2025-09,Export,iron_steel_73,United Kingdom,32653801,1006617
2025-09,Export,iron_steel_73,Uruguay,236968,24907
2025-09,Export,iron_steel_73,Uzbekistan,179095,9914
2025-09,Export,iron_steel_73,Venezuela,117701,1438
2025-09,Export,iron_steel_73,Viet Nam,2590912,848999
2025-09,Export,iron_steel_73,Yemen,3955,453
2025-09,Export,iron_steel_73,Zambia,11052,2842
2025-09,Import,aluminum_76,Albania,122862,31029
2025-09,Import,aluminum_76,Argentina,98061061,39378279
2025-09,Import,aluminum_76,Australia,28257650,10131258
2025-09,Import,aluminum_76,Austria,16561902,2816758
2025-09,Import,aluminum_76,Azerbaijan,3129126,1011017
2025-09,Import,aluminum_76,Bahrain,62704594,22848034
2025-09,Import,aluminum_76,Bangladesh,15654,1950
2025-09,Import,aluminum_76,Belgium,6484026,1029731
2025-09,Import,aluminum_76,Bosnia And Herzegovina,68867,7008
2025-09,Import,aluminum_76,Brazil,18181769,5173767
2025-09,Import,aluminum_76,Bulgaria,4866927,1148318
2025-09,Import,aluminum_76,Burma,32096,7965
2025-09,Import,aluminum_76,Cacm,3474671,734478
2025-09,Import,aluminum_76,Cambodia,3177893,842806
2025-09,Import,aluminum_76,Canada,554290121,21497482
2025-09,Import,aluminum_76,Chile,1075148,119141
2025-09,Import,aluminum_76,China,61886396,13274931
2025-09,Import,aluminum_76,Colombia,45106742,5459049
2025-09,Import,aluminum_76,Costa Rica,581946,111508
2025-09,Import,aluminum_76,Croatia,17908,58
2025-09,Import,aluminum_76,Cyprus,8462,270
2025-09,Import,aluminum_76,Czech Republic,2368548,277498
2025-09,Import,aluminum_76,Denmark,612929,38594
2025-09,Import,aluminum_76,Dominican Republic,692632,180483
2025-09,Import,aluminum_76,Ecuador,6339076,1486084
2025-09,Import,aluminum_76,Egypt,530331,145050
2025-09,Import,aluminum_76,El Salvador,414077,97312
2025-09,Import,aluminum_76,Estonia,22133,584
2025-09,Import,aluminum_76,Finland,180164,3534
2025-09,Import,aluminum_76,France,16017287,1182605
2025-09,Import,aluminum_76,French Polynesia,15000,37
2025-09,Import,aluminum_76,Germany,37607769,4374592
2025-09,Import,aluminum_76,Greece,13979538,3485867
2025-09,Import,aluminum_76,Honduras,2478648,525658
2025-09,Import,aluminum_76,Hong Kong,111493,21676
2025-09,Import,aluminum_76,Hungary,172176,6932
2025-09,Import,aluminum_76,India,58292853,15534182
2025-09,Import,aluminum_76,Indonesia,11177694,2999148
2025-09,Import,aluminum_76,Ireland,681285,14524
2025-09,Import,aluminum_76,Israel,1983063,213875
2025-09,Import,aluminum_76,Italy,15845326,1687964
2025-09,Import,aluminum_76,Japan,10782420,1278139
2025-09,Import,aluminum_76,Jordan,1005777,251680
2025-09,Import,aluminum_76,Kiribati,2751,232
2025-09,Import,aluminum_76,Kosovo,6065,780
2025-09,Import,aluminum_76,Latvia,184584,33656
2025-09,Import,aluminum_76,Liechtenstein,3912,84
2025-09,Import,aluminum_76,Lithuania,47354,5730
2025-09,Import,aluminum_76,Luxembourg,2049894,440438
2025-09,Import,aluminum_76,Madagascar,8491,9
2025-09,Import,aluminum_76,Malaysia,7877437,1330348
2025-09,Import,aluminum_76,Mexico,75904683,744464
2025-09,Import,aluminum_76,Morocco,5809,151
2025-09,Import,aluminum_76,Netherlands,4389231,281229
2025-09,Import,aluminum_76,New Zealand,117896,1067
2025-09,Import,aluminum_76,Norway,1076514,159638
2025-09,Import,aluminum_76,Oman,8352194,2491049
2025-09,Import,aluminum_76,Pakistan,50573,5877
2025-09,Import,aluminum_76,Peru,74290,10791
2025-09,Import,aluminum_76,Philippines,209606,10840
2025-09,Import,aluminum_76,Poland,4441052,582232
2025-09,Import,aluminum_76,Portugal,512690,56602
2025-09,Import,aluminum_76,Qatar,2278328,729941
2025-09,Import,aluminum_76,Rep. of Korea,89696602,23993616
2025-09,Import,aluminum_76,Romania,2363640,504348
2025-09,Import,aluminum_76,Russian Federation,4002,29
2025-09,Import,aluminum_76,San Marino,68494,7293
2025-09,Import,aluminum_76,Saudi Arabia,17380547,4505704
2025-09,Import,aluminum_76,Serbia,590795,17731
2025-09,Import,aluminum_76,Singapore,1158925,162333
2025-09,Import,aluminum_76,Slovakia,760599,94093
2025-09,Import,aluminum_76,Slovenia,2219266,267399
2025-09,Import,aluminum_76,South Africa,42876972,14698220
2025-09,Import,aluminum_76,Spain,5841848,1016844
2025-09,Import,aluminum_76,Sri Lanka,1076764,342475
2025-09,Import,aluminum_76,Sweden,10392147,2035110
2025-09,Import,aluminum_76,Switzerland,4230276,583184
2025-09,Import,aluminum_76,Taiwan,13311762,1123904
2025-09,Import,aluminum_76,Thailand,41557676,10511263
2025-09,Import,aluminum_76,Tunisia,37569,24
2025-09,Import,aluminum_76,Türkiye,24550365,6078972
2025-09,Import,aluminum_76,Ukraine,131264,19718
2025-09,Import,aluminum_76,United Arab Emirates,93639592,35095236
2025-09,Import,aluminum_76,United Kingdom,15419365,3904409
2025-09,Import,aluminum_76,Uzbekistan,505783,146443
2025-09,Import,aluminum_76,Viet Nam,30247498,7086372
2025-09,Import,cement_2523,Algeria,3970634,71530000
2025-09,Import,cement_2523,Brazil,82322,1250
2025-09,Import,cement_2523,Canada,49539792,263638503
2025-09,Import,cement_2523,China,242281,710613
2025-09,Import,cement_2523,Colombia,4840881,76855590
2025-09,Import,cement_2523,Croatia,603184,4080499
2025-09,Import,cement_2523,Denmark,29442,188995
2025-09,Import,cement_2523,Egypt,5106043,82287060
2025-09,Import,cement_2523,France,145446,146062
2025-09,Import,cement_2523,Germany,70006,110635
2025-09,Import,cement_2523,Greece,7963650,159290069
2025-09,Import,cement_2523,Japan,42124,16640
2025-09,Import,cement_2523,Mexico,6887550,11487000
2025-09,Import,cement_2523,Netherlands,118922,112263
2025-09,Import,cement_2523,New Zealand,247390,219544
2025-09,Import,cement_2523,Pakistan,2230000,44689000
2025-09,Import,cement_2523,Poland,827397,722470
2025-09,Import,cement_2523,Rep. of Korea,3072600,62020300
2025-09,Import,cement_2523,Spain,1560065,27779850
2025-09,Import,cement_2523,Thailand,1635200,32000000
2025-09,Import,cement_2523,Türkiye,45517678,790502688
2025-09,Import,cement_2523,United Arab Emirates,2058525,45745000
2025-09,Import,cement_2523,United Kingdom,215461,224985
2025-09,Import,cement_2523,Viet Nam,16564723,390495660
2025-09,Import,fertilizers,Australia,211870,708240
2025-09,Import,fertilizers,Austria,12160,0
2025-09,Import,fertilizers,Bahrain,2353808,5902656
2025-09,Import,fertilizers,Belgium,139027,63839
2025-09,Import,fertilizers,Brazil,509253,316915
2025-09,Import,fertilizers,Bulgaria,2238,1
2025-09,Import,fertilizers,Canada,104636901,39353
2025-09,Import,fertilizers,Chile,44160,0
2025-09,Import,fertilizers,China,453038,587076
2025-09,Import,fertilizers,Colombia,14085,18031
2025-09,Import,fertilizers,Czech Republic,14978,1593
2025-09,Import,fertilizers,Dominican Republic,179184,281642
2025-09,Import,fertilizers,Egypt,153913,72000
2025-09,Import,fertilizers,Estonia,45080,768
2025-09,Import,fertilizers,Finland,1971919,3320400
2025-09,Import,fertilizers,France,1373522,782265
2025-09,Import,fertilizers,Germany,1108529,1035568
2025-09,Import,fertilizers,India,199333,201660
2025-09,Import,fertilizers,Indonesia,9818,21409
2025-09,Import,fertilizers,Israel,76736,82139
2025-09,Import,fertilizers,Italy,241233,299970
2025-09,Import,fertilizers,Japan,967414,657175
2025-09,Import,fertilizers,Jordan,17542,59413
2025-09,Import,fertilizers,Lithuania,146370,466056
2025-09,Import,fertilizers,Malaysia,52120,108067
2025-09,Import,fertilizers,Mexico,34177961,38996186
2025-09,Import,fertilizers,Morocco,22440118,29548931
2025-09,Import,fertilizers,Netherlands,18482396,48709859
2025-09,Import,fertilizers,Norway,1150213,6982103
2025-09,Import,fertilizers,Poland,2876,1547
2025-09,Import,fertilizers,Qatar,21777029,49505660
2025-09,Import,fertilizers,Rep. of Korea,391793,375412
2025-09,Import,fertilizers,Russian Federation,58707372,145687240
2025-09,Import,fertilizers,Saudi Arabia,233884,409664
2025-09,Import,fertilizers,South Africa,78461,67277
2025-09,Import,fertilizers,Spain,435810,453697
2025-09,Import,fertilizers,Switzerland,25706,5530
2025-09,Import,fertilizers,Taiwan,234284,441484
2025-09,Import,fertilizers,Thailand,59015,168384
2025-09,Import,fertilizers,Trinidad And Tobago,48108374,122957754
2025-09,Import,fertilizers,Ukraine,14317,5000
2025-09,Import,fertilizers,United Kingdom,281362,21242
2025-09,Import,fertilizers,Uruguay,41530,549
2025-09,Import,fertilizers,Viet Nam,1017768,1270569
2025-09,Import,hydrogen_2804,Canada,6742065,0
2025-09,Import,iron_steel_72,Albania,3400,2151
2025-09,Import,iron_steel_72,Australia,428486,89129
2025-09,Import,iron_steel_72,Austria,1053576,748993
2025-09,Import,iron_steel_72,Belgium,3131624,2855722
2025-09,Import,iron_steel_72,Belize,1575820,442960
2025-09,Import,iron_steel_72,Bosnia And Herzegovina,3771131,1823535
2025-09,Import,iron_steel_72,Brazil,67823971,153126470
2025-09,Import,iron_steel_72,Cacm,295314,10077
2025-09,Import,iron_steel_72,Canada,188640187,159618557
2025-09,Import,iron_steel_72,Chile,152837,125463
2025-09,Import,iron_steel_72,China,10446707,10229693
2025-09,Import,iron_steel_72,Colombia,202163,199885
2025-09,Import,iron_steel_72,Costa Rica,56439,68
2025-09,Import,iron_steel_72,Czech Republic,2135682,1091556
2025-09,Import,iron_steel_72,Denmark,52927,7331
2025-09,Import,iron_steel_72,Dominican Republic,673705,1012048
2025-09,Import,iron_steel_72,Egypt,1342075,1701035
2025-09,Import,iron_steel_72,Estonia,2117,158
2025-09,Import,iron_steel_72,Finland,12788737,11785181
2025-09,Import,iron_steel_72,France,8156132,5608170
2025-09,Import,iron_steel_72,Germany,93882268,63325188
2025-09,Import,iron_steel_72,Guatemala,238875,10009
2025-09,Import,iron_steel_72,Hungary,16658,17313
2025-09,Import,iron_steel_72,India,43463375,38528089
2025-09,Import,iron_steel_72,Indonesia,8310171,8961065
2025-09,Import,iron_steel_72,Ireland,32634,1855
2025-09,Import,iron_steel_72,Italy,3941698,1052299
2025-09,Import,iron_steel_72,Japan,36433716,28871319
2025-09,Import,iron_steel_72,Kazakhstan,7209227,3042751
2025-09,Import,iron_steel_72,Lithuania,22763,17201
2025-09,Import,iron_steel_72,Luxembourg,4175746,5377296
2025-09,Import,iron_steel_72,Malaysia,8197370,11295173
2025-09,Import,iron_steel_72,Mexico,28596598,707777
2025-09,Import,iron_steel_72,Netherlands,31362031,24990120
2025-09,Import,iron_steel_72,New Caledonia,3758429,1491410
2025-09,Import,iron_steel_72,Oman,23014471,162874075
2025-09,Import,iron_steel_72,Pakistan,3869763,5303731
2025-09,Import,iron_steel_72,Panama,40038,31363
2025-09,Import,iron_steel_72,Poland,212404,65168
2025-09,Import,iron_steel_72,Portugal,63110,42072
2025-09,Import,iron_steel_72,Rep. of Korea,85487649,95077912
2025-09,Import,iron_steel_72,Romania,281830,113809
2025-09,Import,iron_steel_72,Saudi Arabia,1465632,1629838
2025-09,Import,iron_steel_72,Slovakia,529205,160313
2025-09,Import,iron_steel_72,Slovenia,65178,49552
2025-09,Import,iron_steel_72,South Africa,19280082,20873642
2025-09,Import,iron_steel_72,Spain,3521801,2274464
2025-09,Import,iron_steel_72,Sri Lanka,197197,213600
2025-09,Import,iron_steel_72,Sweden,13595881,12123555
2025-09,Import,iron_steel_72,Switzerland,389812,254288
2025-09,Import,iron_steel_72,Taiwan,26245353,21997737
2025-09,Import,iron_steel_72,Thailand,2761804,2389923
2025-09,Import,iron_steel_72,Trinidad And Tobago,64433121,167392120
2025-09,Import,iron_steel_72,Türkiye,14714088,13799727
2025-09,Import,iron_steel_72,Ukraine,46068437,110096050
2025-09,Import,iron_steel_72,United Arab Emirates,2836369,2976173
2025-09,Import,iron_steel_72,United Kingdom,23408616,15384509
2025-09,Import,iron_steel_72,Viet Nam,17770980,35081168
2025-09,Import,iron_steel_73,Albania,38472,31474
2025-09,Import,iron_steel_73,Argentina,564127,181759
2025-09,Import,iron_steel_73,Australia,1333268,200953
2025-09,Import,iron_steel_73,Austria,10978366,2629482
2025-09,Import,iron_steel_73,Bahrain,2760,559
2025-09,Import,iron_steel_73,Bangladesh,83816,36230
2025-09,Import,iron_steel_73,Belgium,36371814,4380563
2025-09,Import,iron_steel_73,Bosnia And Herzegovina,1208077,466789
2025-09,Import,iron_steel_73,Brazil,9083207,3876018
2025-09,Import,iron_steel_73,Bulgaria,221580,9022
2025-09,Import,iron_steel_73,Cacm,1336887,635149
2025-09,Import,iron_steel_73,Cambodia,11307374,6366296
2025-09,Import,iron_steel_73,Canada,147857823,20964
2025-09,Import,iron_steel_73,Chile,462708,190158
2025-09,Import,iron_steel_73,China,233204357,117029661
2025-09,Import,iron_steel_73,Colombia,444530,129555
2025-09,Import,iron_steel_73,Costa Rica,408757,78329
2025-09,Import,iron_steel_73,Croatia,229486,91732
2025-09,Import,iron_steel_73,Czech Republic,4080349,634289
2025-09,Import,iron_steel_73,Denmark,113887843,20483367
2025-09,Import,iron_steel_73,Dominican Republic,375371,376043
2025-09,Import,iron_steel_73,Ecuador,34970,18020
2025-09,Import,iron_steel_73,Egypt,242313,330679
2025-09,Import,iron_steel_73,El Salvador,185300,143494
2025-09,Import,iron_steel_73,Estonia,100376,6279
2025-09,Import,iron_steel_73,Finland,1381716,171384
2025-09,Import,iron_steel_73,France,16299329,1314400
2025-09,Import,iron_steel_73,Georgia,5235,87
2025-09,Import,iron_steel_73,Germany,134193766,30344819
2025-09,Import,iron_steel_73,Greece,271053,28206
2025-09,Import,iron_steel_73,Guatemala,347053,68911
2025-09,Import,iron_steel_73,Haiti,2510,677
2025-09,Import,iron_steel_73,Honduras,395777,344415
2025-09,Import,iron_steel_73,Hong Kong,77029,15557
2025-09,Import,iron_steel_73,Hungary,754403,48701
2025-09,Import,iron_steel_73,Iceland,2156,13
2025-09,Import,iron_steel_73,India,104903923,59025764
2025-09,Import,iron_steel_73,Indonesia,33534007,13215803
2025-09,Import,iron_steel_73,Ireland,1909092,429162
2025-09,Import,iron_steel_73,Israel,762730,70107
2025-09,Import,iron_steel_73,Italy,54050957,7320384
2025-09,Import,iron_steel_73,Jamaica,4500,73
2025-09,Import,iron_steel_73,Japan,52071687,10920623
2025-09,Import,iron_steel_73,Jordan,61736,40230
2025-09,Import,iron_steel_73,Kazakhstan,120227,24420
2025-09,Import,iron_steel_73,Kosovo,38190,32601
2025-09,Import,iron_steel_73,Latvia,872054,120354
2025-09,Import,iron_steel_73,Lebanon,26311,681
2025-09,Import,iron_steel_73,Liechtenstein,1000525,24831
2025-09,Import,iron_steel_73,Lithuania,846204,164030
2025-09,Import,iron_steel_73,Luxembourg,3231939,2483487
2025-09,Import,iron_steel_73,Macedonia,115318,22006
2025-09,Import,iron_steel_73,Malaysia,13198530,2961339
2025-09,Import,iron_steel_73,Mexico,248944237,1205977
2025-09,Import,iron_steel_73,Morocco,107569,4782
2025-09,Import,iron_steel_73,Netherlands,84835544,24457440
2025-09,Import,iron_steel_73,New Zealand,737443,226714
2025-09,Import,iron_steel_73,Norway,1064707,41445
2025-09,Import,iron_steel_73,Oman,2287581,3140976
2025-09,Import,iron_steel_73,Pakistan,290919,171671
2025-09,Import,iron_steel_73,Peru,60134,27877
2025-09,Import,iron_steel_73,Philippines,1008541,396800
2025-09,Import,iron_steel_73,Poland,8968004,885279
2025-09,Import,iron_steel_73,Portugal,2039518,496863
2025-09,Import,iron_steel_73,Qatar,4466,18
2025-09,Import,iron_steel_73,Rep. of Korea,108317475,79704536
2025-09,Import,iron_steel_73,Romania,2214834,1204593
2025-09,Import,iron_steel_73,Russian Federation,2183,237
2025-09,Import,iron_steel_73,Saudi Arabia,119126,4758
2025-09,Import,iron_steel_73,Serbia,152153,17833
2025-09,Import,iron_steel_73,Singapore,1052056,79919
2025-09,Import,iron_steel_73,Slovakia,773457,78105
2025-09,Import,iron_steel_73,Slovenia,1057022,349346
2025-09,Import,iron_steel_73,South Africa,1813562,1357360
2025-09,Import,iron_steel_73,Spain,15040037,3943165
2025-09,Import,iron_steel_73,Sri Lanka,360532,545846
2025-09,Import,iron_steel_73,St Kitts And Nevis,3084,606
2025-09,Import,iron_steel_73,Sweden,6098176,648186
2025-09,Import,iron_steel_73,Switzerland,5843354,276458
2025-09,Import,iron_steel_73,Taiwan,108069666,26662906
2025-09,Import,iron_steel_73,Thailand,29906985,13875102
2025-09,Import,iron_steel_73,Tunisia,43477,135
2025-09,Import,iron_steel_73,Türkiye,18732443,6529675
2025-09,Import,iron_steel_73,Ukraine,5980249,5391787
2025-09,Import,iron_steel_73,United Arab Emirates,30212348,18911093
2025-09,Import,iron_steel_73,United Kingdom,27100564,5926659
2025-09,Import,iron_steel_73,Uruguay,3525,151
2025-09,Import,iron_steel_73,Viet Nam,44753185,29299090
2025-10,Export,aluminum_76,Algeria,6926,26
2025-10,Export,aluminum_76,Angola,40409,208
2025-10,Export,aluminum_76,Antigua And Barbuda,779335,44501
2025-10,Export,aluminum_76,Argentina,382258,16818
2025-10,Export,aluminum_76,Aruba,484912,63373
2025-10,Export,aluminum_76,Australia,4649559,397899
2025-10,Export,aluminum_76,Austria,131967,2088
2025-10,Export,aluminum_76,Azerbaijan,2587,1
2025-10,Export,aluminum_76,Bahamas,2753921,323323
2025-10,Export,aluminum_76,Bahrain,16822,140
2025-10,Export,aluminum_76,Bangladesh,4674,5
2025-10,Export,aluminum_76,Barbados,963521,102260
2025-10,Export,aluminum_76,Belgium,920413,29217
2025-10,Export,aluminum_76,Belize,147412,20551
2025-10,Export,aluminum_76,Bermuda,204275,15704
2025-10,Export,aluminum_76,Bolivia,32787,4435
2025-10,Export,aluminum_76,Bosnia And Herzegovina,3000,408
2025-10,Export,aluminum_76,Brazil,7609691,474644
2025-10,Export,aluminum_76,British Virgin Islands,353292,44741
2025-10,Export,aluminum_76,Cacm,4560458,404029
2025-10,Export,aluminum_76,Cameroon,13657,254
2025-10,Export,aluminum_76,Canada,223774875,165423
2025-10,Export,aluminum_76,Cayman Islands,654169,97349
2025-10,Export,aluminum_76,Chile,1895600,73567
2025-10,Export,aluminum_76,China,13738122,664841
2025-10,Export,aluminum_76,Colombia,6361585,1201308
2025-10,Export,aluminum_76,Costa Rica,1496650,161196
2025-10,Export,aluminum_76,Croatia,340597,9083
2025-10,Export,aluminum_76,Cuba,2640,564
2025-10,Export,aluminum_76,Curacao,23600,2323
2025-10,Export,aluminum_76,Cyprus,101468,7107
2025-10,Export,aluminum_76,Czech Republic,541005,21355
2025-10,Export,aluminum_76,Denmark,708102,26736
2025-10,Export,aluminum_76,Dominica,30714,5677
2025-10,Export,aluminum_76,Dominican Republic,1663228,182038
2025-10,Export,aluminum_76,Ecuador,1106666,183466
2025-10,Export,aluminum_76,Egypt,241833,5816
2025-10,Export,aluminum_76,El Salvador,1432432,108454
2025-10,Export,aluminum_76,Equatorial Guinea,2530,27
2025-10,Export,aluminum_76,Estonia,4291,1
2025-10,Export,aluminum_76,Ethiopia,72613,1705
2025-10,Export,aluminum_76,Falkland Islands (Islas Malvinas),4820,2
2025-10,Export,aluminum_76,Finland,450082,4661
2025-10,Export,aluminum_76,France,14207350,965412
2025-10,Export,aluminum_76,French Guiana,31200,422
2025-10,Export,aluminum_76,French Polynesia,10996,1150
2025-10,Export,aluminum_76,Gabon,22123,765
2025-10,Export,aluminum_76,Georgia,37751,5431
2025-10,Export,aluminum_76,Germany,12541152,490370
2025-10,Export,aluminum_76,Ghana,3000,173
2025-10,Export,aluminum_76,Greece,237720,11951
2025-10,Export,aluminum_76,Grenada,57261,6191
2025-10,Export,aluminum_76,Guatemala,617355,64955
2025-10,Export,aluminum_76,Guyana,276571,13195
2025-10,Export,aluminum_76,Haiti,43735,3699
2025-10,Export,aluminum_76,Honduras,702779,50233
2025-10,Export,aluminum_76,Hong Kong,3291482,1016429
2025-10,Export,aluminum_76,Hungary,671729,90501
2025-10,Export,aluminum_76,Iceland,159334,1624
2025-10,Export,aluminum_76,India,5104309,333571
2025-10,Export,aluminum_76,Indonesia,1092691,203688
2025-10,Export,aluminum_76,Iraq,23082,559
2025-10,Export,aluminum_76,Ireland,1838860,119745
2025-10,Export,aluminum_76,Israel,3016528,304353
2025-10,Export,aluminum_76,Italy,4274129,172876
2025-10,Export,aluminum_76,Jamaica,372809,36124
2025-10,Export,aluminum_76,Japan,16697988,917917
2025-10,Export,aluminum_76,Jordan,786553,3426
2025-10,Export,aluminum_76,Kazakhstan,5484,98
2025-10,Export,aluminum_76,Kuwait,49845,2356
2025-10,Export,aluminum_76,Latvia,13394,83
2025-10,Export,aluminum_76,Lebanon,7505,610
2025-10,Export,aluminum_76,Libya,51642,7349
2025-10,Export,aluminum_76,Lithuania,58888,741
2025-10,Export,aluminum_76,Luxembourg,138248,2037
2025-10,Export,aluminum_76,Madagascar,16632,50
2025-10,Export,aluminum_76,Malaysia,10052448,420493
2025-10,Export,aluminum_76,Maldives,48248,395
2025-10,Export,aluminum_76,Malta,56061,1543
2025-10,Export,aluminum_76,Martinique,20972,1362
2025-10,Export,aluminum_76,Mauritius,15558,3
2025-10,Export,aluminum_76,Mexico,298310131,18173
2025-10,Export,aluminum_76,Moldova,5714,76
2025-10,Export,aluminum_76,Mongolia,17365,189
2025-10,Export,aluminum_76,Montserrat,9550,925
2025-10,Export,aluminum_76,Morocco,991996,41425
2025-10,Export,aluminum_76,Mozambique,9017,0
2025-10,Export,aluminum_76,Namibia,5807,47
2025-10,Export,aluminum_76,Netherlands,4143808,151468
2025-10,Export,aluminum_76,New Zealand,2013009,176252
2025-10,Export,aluminum_76,Nicaragua,311242,19191
2025-10,Export,aluminum_76,Nigeria,10732,50
2025-10,Export,aluminum_76,Norway,536887,8808
2025-10,Export,aluminum_76,Oman,251092,1801
2025-10,Export,aluminum_76,Pakistan,30334,2999
2025-10,Export,aluminum_76,Panama,341238,21878
2025-10,Export,aluminum_76,Papua New Guinea,13928,218
2025-10,Export,aluminum_76,Paraguay,134645,3575
2025-10,Export,aluminum_76,Peru,726133,105140
2025-10,Export,aluminum_76,Philippines,499478,22291
2025-10,Export,aluminum_76,Poland,2177307,70549
2025-10,Export,aluminum_76,Portugal,1150621,57650
2025-10,Export,aluminum_76,Qatar,102378,952
2025-10,Export,aluminum_76,Rep. of Korea,19756297,2078523
2025-10,Export,aluminum_76,Romania,976392,43585
2025-10,Export,aluminum_76,Russian Federation,54728,746
2025-10,Export,aluminum_76,Saudi Arabia,1547920,73703
2025-10,Export,aluminum_76,Serbia,220489,40853
2025-10,Export,aluminum_76,Singapore,7170714,236705
2025-10,Export,aluminum_76,Sint Maarten,111893,11137
2025-10,Export,aluminum_76,Slovakia,32808,384
2025-10,Export,aluminum_76,Slovenia,7264,100
2025-10,Export,aluminum_76,South Africa,287767,18893
2025-10,Export,aluminum_76,Spain,2825343,94984
2025-10,Export,aluminum_76,Sri Lanka,5096,636
